course_id,season_code,section,title,description,requirements,locations_summary,times_summary,times_by_day,skills,areas,credits,syllabus_url,course_home_url,regnotes,extra_info,rp_attr,classnotes,final_exam,fysem,sysem,colsem,average_gut_rating,average_professor_rating,average_rating,average_rating_n,average_workload,average_workload_n,average_rating_same_professors,average_rating_same_professors_n,average_workload_same_professors,average_workload_same_professors_n,last_offered_course_id,same_course_id,same_course_and_profs_id,last_enrollment_course_id,last_enrollment,last_enrollment_season_code,last_enrollment_same_professors
1000000000,202401,1,Urban Inequalities and Educational Inequality,"Analysis of contemporary policy problems related to academic under performance in lower income urban schools and the concomitant achievement gaps among various racial and ethnic groups in United States K-12 education. Historical review of opportunity inequalities and policy solutions proposed to ameliorate differences in achievement and job readiness. Students benefit from practical experience and interdisciplinary methods, including a lab component with time spent in a New Haven high school.","Prerequisites: Any course offered by Education Studies, or one course in history or any social science, either: Anthropology, Economics, Political Science, Psychology, Sociology.  EDST 110 is preferred, although not required.","DAVIES AUD - Davies Auditorium, Becton Ctr AUD",TTh 10:30am-11:20am,"{""Tuesday"":[[""10:30"",""11:20"",""DAVIES AUD - Davies Auditorium, Becton Ctr AUD"",""https:\/\/map.yale.edu\/?id=1910#!m\/563685""]],""Thursday"":[[""10:30"",""11:20"",""DAVIES AUD - Davies Auditorium, Becton Ctr AUD"",""https:\/\/map.yale.edu\/?id=1910#!m\/563685""]]}",[],"[""So""]",1.0,https://yale.instructure.com/courses/93823/assignments/syllabus,,,ACTIVE,,,No regular final examination,False,False,False,0.5908070424199456,3.118279569892473,3.118279569892473,1,2.5274725274725274,1,3.118279569892473,1,2.5274725274725274,1,,2,2,,,,
11,202401,1,Topics in Contemporary Social Theory,"In-depth introduction to recent developments in social theory, with particular emphasis on the last twenty years. Focus on three distinct areas of study: the building blocks and contrasting understandings of human persons and social action; the competing theories of the social structure of markets, institutions, cultures, social fields, and actor-networks; and the theoretical controversies concerning nations, states and empires, ethnic and racial identity, and the relation between facts and values in social research. Authors include Judith Butler, Michel Foucault, Jurgen Habermas, Pierre Bourdieu and Bruno Latour.",SOCY 151 or equivalent is strongly recommended.,WLH 114 - William L. Harkness Hall 114,MW 9am-10:15am,"{""Monday"":[[""9:00"",""10:15"",""WLH 114 - William L. Harkness Hall 114"",""https:\/\/map.yale.edu\/?id=1910#!m\/560127""]],""Wednesday"":[[""9:00"",""10:15"",""WLH 114 - William L. Harkness Hall 114"",""https:\/\/map.yale.edu\/?id=1910#!m\/560127""]]}","[""WR""]","[""So""]",1.0,https://yale.instructure.com/courses/95927/assignments/syllabus,,,ACTIVE,,,HTBA,False,False,False,1.4090909090909087,4.681818181818182,4.363636363636363,1,2.9545454545454546,1,4.363636363636363,1,2.9545454545454546,1,,3,3,,,,
12,202401,1,African American History from Emancipation to the Present,"An examination of the African American experience since 1861. Meanings of freedom and citizenship are distilled through appraisal of race and class formations, the processes and effects of cultural consumption, and the grand narrative of the civil rights movement.",,LC 102 - Linsly-Chittenden Hall 102 + 1,MW 2:30pm-3:20pm + 1,"{""Monday"":[[""14:30"",""15:20"",""LC 102 - Linsly-Chittenden Hall 102"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]],""Wednesday"":[[""14:30"",""15:20"",""LC 102 - Linsly-Chittenden Hall 102"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}","[""WR""]","[""Hu""]",1.0,https://yale.instructure.com/courses/93156/assignments/syllabus,,,ACTIVE,,,HTBA,False,False,False,1.2631313131313133,4.544444444444444,4.4222222222222225,1,3.159090909090909,1,4.4222222222222225,1,3.159090909090909,1,,4,4,,,,
13,202401,A,AfricanAmerHist:Emanciptn-Pres: Writing Section,"An examination of the African American experience since 1861. Meanings of freedom and citizenship are distilled through appraisal of race and class formations, the processes and effects of cultural consumption, and the grand narrative of the civil rights movement.",,HQ 123 - Humanities Quadrangle 123,W 4pm-4:50pm,"{""Wednesday"":[[""16:00"",""16:50"",""HQ 123 - Humanities Quadrangle 123"",""https:\/\/map.yale.edu\/?id=1910#!m\/563690""]]}","[""WR""]","[""Hu""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2949,3383,,,,
14,202401,B,AfricanAmerHist:Emanciptn-Pres: Writing Section,"An examination of the African American experience since 1861. Meanings of freedom and citizenship are distilled through appraisal of race and class formations, the processes and effects of cultural consumption, and the grand narrative of the civil rights movement.",,HQ 313 - Humanities Quadrangle 313,M 3:30pm-4:20pm,"{""Monday"":[[""15:30"",""16:20"",""HQ 313 - Humanities Quadrangle 313"",""https:\/\/map.yale.edu\/?id=1910#!m\/563690""]]}","[""WR""]","[""Hu""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2950,3384,,,,
15,202401,C,AfricanAmerHist:Emanciptn-Pres: Writing Section,"An examination of the African American experience since 1861. Meanings of freedom and citizenship are distilled through appraisal of race and class formations, the processes and effects of cultural consumption, and the grand narrative of the civil rights movement.",,WALL53 B-03 - 53 Wall Street B-03,Th 1:30pm-2:20pm,"{""Thursday"":[[""13:30"",""14:20"",""WALL53 B-03 - 53 Wall Street B-03"",""https:\/\/map.yale.edu\/?id=1910#!m\/559554""]]}","[""WR""]","[""Hu""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2951,3385,,,,
16,202401,D,AfricanAmerHist:Emanciptn-Pres: Writing Section,"An examination of the African American experience since 1861. Meanings of freedom and citizenship are distilled through appraisal of race and class formations, the processes and effects of cultural consumption, and the grand narrative of the civil rights movement.",,HQ 123 - Humanities Quadrangle 123,W 5pm-5:50pm,"{""Wednesday"":[[""17:00"",""17:50"",""HQ 123 - Humanities Quadrangle 123"",""https:\/\/map.yale.edu\/?id=1910#!m\/563690""]]}","[""WR""]","[""Hu""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2952,3386,,,,
17,202401,E,AfricanAmerHist:Emanciptn-Pres: Writing Section,"An examination of the African American experience since 1861. Meanings of freedom and citizenship are distilled through appraisal of race and class formations, the processes and effects of cultural consumption, and the grand narrative of the civil rights movement.",,HQ 123 - Humanities Quadrangle 123,T 9:25am-10:15am,"{""Tuesday"":[[""9:25"",""10:15"",""HQ 123 - Humanities Quadrangle 123"",""https:\/\/map.yale.edu\/?id=1910#!m\/563690""]]}","[""WR""]","[""Hu""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2953,3387,,,,
18,202401,1,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,TBA,MW 1:30pm-2:20pm + 1,"{""Monday"":[[""13:30"",""14:20"","""",""""]],""Wednesday"":[[""13:30"",""14:20"","""",""""]]}",[],"[""So""]",1.0,https://yale.instructure.com/courses/94911/assignments/syllabus,,,ACTIVE,,,No regular final examination,False,False,False,0.9328914664457333,3.5211267605633805,3.5211267605633805,1,2.588235294117647,1,3.5211267605633805,1,2.588235294117647,1,,5,5,,,,
19,202401,A,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,WALL53 B-02 - 53 Wall Street B-02,M 7pm-7:50pm,"{""Monday"":[[""19:00"",""19:50"",""WALL53 B-02 - 53 Wall Street B-02"",""https:\/\/map.yale.edu\/?id=1910#!m\/559554""]]}",[],"[""So""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2954,3388,,,,
20,202401,B,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,WALL53 B-02 - 53 Wall Street B-02,W 11:35am-12:25pm,"{""Wednesday"":[[""11:35"",""12:25"",""WALL53 B-02 - 53 Wall Street B-02"",""https:\/\/map.yale.edu\/?id=1910#!m\/559554""]]}",[],"[""So""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2955,3389,,,,
21,202401,C,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,LC 210 - Linsly-Chittenden Hall 210,Th 3:30pm-4:20pm,"{""Thursday"":[[""15:30"",""16:20"",""LC 210 - Linsly-Chittenden Hall 210"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""So""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2956,3390,,,,
22,202401,D,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,LC 210 - Linsly-Chittenden Hall 210,Th 4:30pm-5:20pm,"{""Thursday"":[[""16:30"",""17:20"",""LC 210 - Linsly-Chittenden Hall 210"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""So""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2957,3391,,,,
23,202401,E,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,LC 213 - Linsly-Chittenden Hall 213,F 10:30am-11:20am,"{""Friday"":[[""10:30"",""11:20"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""So""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2958,3392,,,,
24,202401,F,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,LC 213 - Linsly-Chittenden Hall 213,F 11:35am-12:25pm,"{""Friday"":[[""11:35"",""12:25"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""So""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2959,3393,,,,
25,202401,G,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,LC 213 - Linsly-Chittenden Hall 213,W 7pm-7:50pm,"{""Wednesday"":[[""19:00"",""19:50"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""So""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2960,3394,,,,
26,202401,H,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,LC 212 - Linsly-Chittenden Hall 212,Th 1:30pm-2:20pm,"{""Thursday"":[[""13:30"",""14:20"",""LC 212 - Linsly-Chittenden Hall 212"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""So""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2961,3395,,,,
27,202401,I,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,WALL81 401 - 81 Wall Street 401,M 4pm-4:50pm,"{""Monday"":[[""16:00"",""16:50"",""WALL81 401 - 81 Wall Street 401"",""https:\/\/map.yale.edu\/?id=1910#!m\/559926""]]}",[],"[""So""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2962,3396,,,,
28,202401,J,"The Politics of ""The Wire"": HBO's Portrayal of the American City","This class uses HBO's groundbreaking series ""The Wire"" to investigate cities, their problems, and their politics. We watch all five seasons of the show as social scientists and use it to learn about important social scientific concepts and theories, and apply those theories to such phenomena as the politics of crime, policing, and local elections. Each week, the assigned readings—articles and book excerpts from political science as well as other social sciences—highlight the social scientific concepts displayed in the assigned episodes and provide context for lectures. All of the assignments work together to expose students to social science, how social science is conducted, and how political science can help us better understand the world around us.",,LC 213 - Linsly-Chittenden Hall 213,Th 7pm-7:50pm,"{""Thursday"":[[""19:00"",""19:50"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""So""]",0.0,,,,ACTIVE,,,No regular final examination,False,False,False,,,,0,,0,,0,,0,,2963,3397,,,,
